age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
33,Private,278736,Ass-vc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50
48,Local-gov,39464,Msc,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,52,United-States,<=50
27,Private,162343,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Dominican-Republic,<=50
41,Private,204046,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
25,Private,255647,H.S,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,Mexico,<=50
53,Private,123011,H.S,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,>50
66,Self-emp-not-inc,291362,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50
31,Private,159187,s-c,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50
30,State-gov,126414,Bsc,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50
22,Private,227626,H.S,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50
47,Self-emp-inc,173783,Bsc,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States,>50
74,Private,211075,H.S,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50
37,Private,176756,s-c,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1485,70,United-States,>50
35,Self-emp-not-inc,31095,s-c,10,Separated,Farming-fishing,Not-in-family,White,Male,4101,0,60,United-States,<=50
51,Self-emp-not-inc,32372,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,70,United-States,<=50
40,Private,331651,s-c,10,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50
51,Local-gov,146325,Dr,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50
26,Private,515025,10th,6,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,<=50
53,Private,394474,Ass-ac,12,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50
32,Private,400535,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3781,0,40,United-States,<=50
29,Self-emp-not-inc,337505,s-c,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,South,<=50
42,Private,211860,H.S,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50
22,Private,102684,s-c,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,32,United-States,<=50
62,?,225657,H.S,9,Married-civ-spouse,?,Husband,White,Male,0,0,24,United-States,<=50
33,Private,121966,H.S,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50
21,Private,396790,H.S,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,20,United-States,<=50
46,Local-gov,149949,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50
25,Private,252187,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50
29,Private,209934,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50
29,Federal-gov,229300,Bsc,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,<=50
33,Private,170769,Dr,16,Divorced,Sales,Not-in-family,White,Male,99999,0,60,United-States,>50
50,Private,200618,Ass-ac,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50
22,Private,216984,H.S,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50
40,Private,212760,H.S,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50
28,Private,150309,H.S,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States,<=50
54,Private,174655,H.S,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50
29,Private,109621,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
49,Private,225124,H.S,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50
46,Private,172695,11th,7,Widowed,Other-service,Not-in-family,White,Female,0,0,27,El-Salvador,<=50
71,Self-emp-not-inc,238479,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,8,United-States,<=50
27,Private,37754,s-c,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50
56,Private,85018,H.S,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50
64,Private,256466,H.S,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,60,Philippines,>50
23,Private,169188,s-c,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,<=50
36,Private,210945,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50
39,Local-gov,287031,Msc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50
26,Private,224361,H.S,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50
31,Federal-gov,108464,Ass-ac,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50
36,Private,75826,Bsc,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50
43,Private,120277,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50
25,Private,104439,s-c,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50
27,Private,56870,H.S,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50
24,Private,200819,12th,8,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50
50,Self-emp-not-inc,170562,Ass-ac,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,20,United-States,<=50
30,Private,80933,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
24,Private,33088,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50
41,Local-gov,112763,Msc,14,Divorced,Prof-specialty,Unmarried,White,Female,7430,0,36,United-States,>50
29,Private,177651,s-c,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50
31,Private,261943,s-c,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50
54,Private,169785,s-c,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,Italy,<=50
20,Private,141481,11th,7,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,50,United-States,<=50
37,Private,433491,H.S,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50
28,Local-gov,86615,H.S,9,Never-married,Other-service,Own-child,Black,Male,0,0,30,United-States,<=50
39,Private,125550,H.S,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50
46,State-gov,421223,s-c,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50
35,Private,26999,Bsc,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,42,United-States,<=50
36,Self-emp-not-inc,241998,s-c,10,Married-civ-spouse,Sales,Husband,White,Male,99999,0,20,United-States,>50
34,?,133861,H.S,9,Married-civ-spouse,?,Husband,White,Male,0,0,25,United-States,<=50
44,Private,115323,Msc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50
34,Self-emp-inc,23778,Bsc,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50
28,Self-emp-not-inc,190836,H.S,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50
38,Self-emp-inc,159179,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50
64,?,205479,Bsc,13,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,>50
19,?,47713,s-c,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50
35,Private,163237,Bsc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50
61,Private,202202,H.S,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50
45,Private,168837,s-c,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50
36,Private,112271,H.S,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50
34,Private,52537,H.S,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,30,United-States,<=50
27,Private,38353,Ass-vc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50
22,Private,141698,10th,6,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50
26,Private,28856,Bsc,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50
19,Private,175652,11th,7,Never-married,Other-service,Other-relative,White,Female,0,0,15,United-States,<=50
36,Private,213008,H.S,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50
51,Private,196501,Bsc,13,Divorced,Exec-managerial,Not-in-family,White,Male,14084,0,50,United-States,>50
63,Private,118798,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40,United-States,>50
51,Private,92463,H.S,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50
20,State-gov,125165,s-c,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50
42,Self-emp-not-inc,103980,Ass-vc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50
40,?,180362,Bsc,13,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50
25,Private,53903,s-c,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
40,Private,179735,Ass-vc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50
41,?,277390,Bsc,13,Married-civ-spouse,?,Wife,White,Female,0,0,30,United-States,>50
49,Private,122177,H.S,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,80,United-States,<=50
46,Private,188161,H.S,9,Separated,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50
32,Self-emp-not-inc,170108,H.S,9,Separated,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50
28,Private,175262,s-c,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Mexico,<=50
19,?,204441,H.S,9,Never-married,?,Other-relative,Black,Male,0,0,20,United-States,<=50
19,Private,164395,H.S,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50
18,Private,115630,11th,7,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,United-States,<=50
39,Private,178815,H.S,9,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50
60,Self-emp-not-inc,168223,Bsc,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50
46,Local-gov,202560,Bsc,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,1408,40,United-States,<=50
38,Private,100295,07-Aug,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,50,Canada,>50
36,Private,172256,H.S,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,>50
45,Private,51664,s-c,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50
60,State-gov,358893,Bsc,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,2339,40,United-States,<=50
30,Private,115963,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
22,Private,333910,s-c,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,43,United-States,<=50
23,Private,148948,s-c,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50
48,State-gov,130561,s-c,10,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,24,United-States,<=50
46,Private,428350,H.S,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,15,United-States,<=50
43,Private,188808,Msc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50
25,Private,112847,H.S,9,Married-civ-spouse,Transport-moving,Own-child,Other,Male,0,0,40,United-States,<=50
50,Private,110748,s-c,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50
61,Self-emp-inc,156653,H.S,9,Divorced,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50
35,Private,196491,Bsc,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50
65,Local-gov,254413,s-c,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50
56,Private,91262,H.S,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,<=50
43,Self-emp-not-inc,154785,Bsc,13,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,80,Thailand,<=50
55,Private,84231,H.S,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50
22,Private,226327,s-c,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50
40,Private,248406,s-c,10,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,32,United-States,<=50
35,Private,54317,H.S,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50,United-States,<=50
22,?,32732,s-c,10,Never-married,?,Own-child,White,Male,0,0,50,United-States,<=50
20,Private,95918,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50
46,Local-gov,375675,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,>50
43,Private,244172,H.S,9,Separated,Transport-moving,Unmarried,White,Male,0,0,40,Mexico,<=50
46,Federal-gov,233555,H.S,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,?,<=50
39,Private,326342,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male,2635,0,37,United-States,<=50
34,Private,77271,H.S,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,20,England,<=50
35,Private,33397,H.S,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50
30,Private,446358,H.S,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,41,United-States,<=50
25,Private,151810,H.S,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,28,United-States,<=50
44,Private,125461,Msc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50
35,Private,133906,H.S,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50
41,Private,155106,H.S,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50
43,Federal-gov,203637,Bsc,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50
32,Private,232766,s-c,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50
50,Private,305319,07-Aug,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
20,Private,121023,s-c,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50
29,Private,198997,H.S,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50
38,Private,167140,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,70,United-States,>50
20,Private,38772,10th,6,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States,<=50
41,Private,253759,H.S,9,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50
27,Private,130067,s-c,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,65,United-States,<=50
37,Private,203828,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
62,State-gov,221558,Msc,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,24,?,<=50
31,Private,156464,10th,6,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50
49,Private,72333,s-c,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50
33,Local-gov,83671,Bsc,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,50,United-States,<=50
31,Private,339482,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50
19,Private,91928,s-c,10,Never-married,Other-service,Other-relative,White,Female,0,0,35,United-States,<=50
44,Private,99203,07-Aug,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50
31,Self-emp-inc,455995,s-c,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,>50
62,Private,192515,H.S,9,Widowed,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50
65,Self-emp-not-inc,111483,s-c,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2174,10,United-States,>50
17,Private,221129,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50
60,Private,85413,H.S,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,>50
31,Private,196125,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
29,Private,265638,s-c,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50
53,Private,177727,H.S,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50
44,Private,205822,s-c,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50
43,Private,112607,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50
40,Federal-gov,177595,s-c,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,40,United-States,<=50
18,Private,183315,11th,7,Never-married,Sales,Own-child,Black,Female,0,0,10,United-States,<=50
47,Private,116279,H.S,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,43,United-States,<=50
38,Federal-gov,122493,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4064,0,40,United-States,<=50
37,Private,215419,Ass-ac,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States,<=50
40,Private,310101,s-c,10,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50
57,Self-emp-inc,61885,H.S,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,United-States,>50
43,Private,59107,H.S,9,Separated,Other-service,Not-in-family,White,Female,4101,0,40,United-States,<=50
32,Private,227214,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,Ecuador,<=50
64,Private,239450,s-c,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50
18,Private,118847,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50
40,Self-emp-not-inc,95226,Bsc,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50
17,?,659273,11th,7,Never-married,?,Own-child,Black,Female,0,0,40,Trinadad&Tobago,<=50
23,Private,215395,H.S,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50
45,Private,170600,Ass-vc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50
45,Self-emp-not-inc,91044,Msc,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,<=50
27,Private,318639,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,60,Mexico,<=50
23,Private,160398,s-c,10,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50
58,Self-emp-not-inc,216824,H.S,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,30,United-States,<=50
35,Private,308945,H.S,9,Divorced,Tech-support,Unmarried,White,Female,0,0,75,United-States,<=50
47,Private,30840,Msc,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50
33,Private,99309,H.S,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50
27,Private,188576,Bsc,13,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,>50
46,Private,83064,Ass-ac,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50
24,Private,403865,s-c,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50
40,Private,235786,s-c,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50
44,Private,191893,H.S,9,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50
31,Local-gov,149184,Bsc,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,97,United-States,>50
37,Private,152909,Ass-vc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,>50
23,Private,435604,Ass-vc,11,Separated,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50
30,Self-emp-inc,109282,Bsc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50
31,Private,248178,s-c,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,35,United-States,<=50
24,?,112683,H.S,9,Never-married,?,Not-in-family,White,Female,0,0,32,United-States,<=50
32,Private,209103,s-c,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3464,0,40,United-States,<=50
27,Private,183639,H.S,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50
35,Local-gov,107233,H.S,9,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,0,0,55,United-States,<=50
27,Private,175387,Bsc,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,40,United-States,<=50
30,Self-emp-not-inc,178255,Bsc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,?,<=50
33,Self-emp-not-inc,38223,H.S,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,70,United-States,<=50
34,Private,228873,Dr,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50
29,Private,202182,s-c,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50
26,Local-gov,425092,Msc,14,Never-married,Prof-specialty,Not-in-family,White,Female,2174,0,40,United-States,<=50
39,Self-emp-not-inc,152587,H.S,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50
37,Self-emp-inc,39089,s-c,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,50,United-States,>50
51,Private,204304,s-c,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50
40,Private,116103,s-c,10,Separated,Craft-repair,Unmarried,White,Male,4934,0,47,United-States,>50
53,Private,290640,07-Aug,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50
58,Federal-gov,81973,s-c,10,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,1485,40,United-States,>50
29,Private,134890,Bsc,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50
33,Private,452924,H.S,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,<=50
57,Private,245193,Msc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50
69,State-gov,34339,H.S,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50
20,Private,184756,s-c,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50
56,Private,392160,H.S,9,Widowed,Sales,Unmarried,White,Female,0,0,25,Mexico,<=50
49,Private,168337,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
34,Private,309513,H.S,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50
70,Private,77219,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,<=50
44,Private,212888,Bsc,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50
37,Private,361888,Bsc,13,Never-married,Prof-specialty,Not-in-family,White,Male,10520,0,40,United-States,>50
58,Local-gov,237879,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United-States,<=50
42,Self-emp-not-inc,93099,s-c,10,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,25,United-States,<=50
41,Private,225193,H.S,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50
28,Private,50814,H.S,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50
47,Local-gov,123681,Msc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,60,United-States,>50
24,Private,249351,H.S,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50
58,Self-emp-not-inc,222311,H.S,9,Married-civ-spouse,Other-service,Husband,White,Male,7688,0,55,United-States,>50
18,Private,301762,H.S,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50
50,Private,195298,s-c,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50
69,Private,541737,s-c,10,Widowed,Adm-clerical,Not-in-family,White,Female,2050,0,24,United-States,<=50
84,Private,241065,Msc,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,66,United-States,<=50
47,Private,129513,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50
19,Private,374262,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50
24,Private,382146,s-c,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50
48,?,185291,Bsc,13,Married-civ-spouse,?,Husband,White,Male,0,0,6,United-States,<=50
53,Private,30447,H.S,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50
58,Private,49893,s-c,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50
22,Private,197387,s-c,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,24,Mexico,<=50
36,Self-emp-not-inc,111957,s-c,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States,<=50
34,Private,340458,12th,8,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50
43,Private,185670,1st-4th,2,Widowed,Prof-specialty,Unmarried,White,Female,0,0,21,Mexico,<=50
37,Private,210945,H.S,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,24,United-States,<=50
43,Private,350661,Prof-school,15,Separated,Tech-support,Not-in-family,White,Male,0,0,50,Columbia,>50
42,Private,190543,s-c,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50
21,Private,70261,s-c,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50
49,Self-emp-not-inc,179048,H.S,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Greece,<=50
35,Private,242094,H.S,9,Married-civ-spouse,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50
49,Self-emp-not-inc,117634,s-c,10,Widowed,Craft-repair,Unmarried,White,Female,0,0,30,United-States,<=50
28,Private,82531,s-c,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50
51,Private,193374,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50
30,?,186420,Bsc,13,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50
